time,avgResponseTime,level,memory
1625663676,836.5830406935937,1,96.30303310996268
1625663681,865.0427811860922,1,542.7389997329151
1625663686,567.1359789555152,1,288.8588966196053
1625663691,114.54156777118729,1,929.6920127196839
1625663696,91.34247418714669,1,815.5743330978022
1625663701,217.18175711892772,1,468.9835746812645
1625663707,858.2568962353417,1,695.8579058666147
1625663712,643.5472858278846,1,927.2702256670418
1625663717,572.8723178703888,1,479.4849682121115
1625663722,268.1289268687238,1,258.0355793774
1625663727,178.59723853787958,1,759.0946510144449
1625663732,66.7034311379332,1,208.475753824071
1625663737,3.3722095441023336,1,807.1796592614946
1625663741,757.2086810098135,1,44.027399681271675
1625663746,916.3864661090262,1,823.8689662635677
1625663751,33.330618001072956,1,879.3801580552663
1625663756,155.86546508159606,1,60.09662361824786
1625663761,46.55269238538806,1,257.28593874816505
1625663766,903.0473825409473,1,412.32730156712984
1625663771,824.4047273184308,1,269.9836702803925
1625663777,920.7855443151842,1,681.7843956701423
1625663782,761.6868397981257,1,923.5802557037723
1625663787,265.3741975902152,1,405.638322732078
1625663792,594.764450009603,1,619.8654074990985
1625663797,475.9800213346733,1,243.02505912373974
1625663802,39.480199621354075,1,605.0172724660999
1625663807,896.8904280399389,1,218.86832995361948
1625663812,729.287227487457,1,308.3290491856295
1625663817,183.6976065975775,1,467.6849639668431
1625663822,185.97654281925747,1,479.930905096296
1625663827,266.1904208795395,1,392.9029388040316
1625663833,260.57472852160146,1,513.5961415061893
1625663838,409.41291673805205,1,670.3784369307983
1625663842,31.980581793157658,1,903.8360106897558
1625663847,741.9825519365388,1,224.05158662222314
1625663852,296.664008736292,1,295.95056846899945
1625663857,59.88282760123354,1,23.943356045883824
1625663862,40.87308778295296,1,419.49503971244474
1625663867,607.7163013491605,1,279.509406462221
1625663872,189.5082053418331,1,491.33926556508845
1625663877,271.61742152530235,1,692.8921166395879
1625663882,270.98009588219264,1,591.3725001649968
1625663887,463.0890772888429,1,905.6408735704435
1625663892,738.4466296477668,1,474.7859307951714
1625663897,345.9872148033153,1,18.41550093489741
1625663902,623.92329569393,1,228.22796433883076
1625663907,765.393371046352,1,126.08836573864379
1625663913,67.61056431734313,1,807.0759535767806
1625663918,723.4777921794172,1,621.1806636940008
1625663923,420.730253675342,1,527.3257488766931
1625663928,850.5782106994506,1,647.9977001239694
1625663932,942.1882492191816,1,13.522346810453389
1625663937,517.141870867223,1,500.07886049983887
1625663942,239.0843580944495,1,424.7154302196859
1625663947,892.0632169616729,1,47.19226227450879
1625663952,195.69840765457036,1,260.22410155196997
1625663957,884.0879268812077,1,948.2426152912764
1625663962,117.94645174036778,1,968.2643448951037
1625663967,904.7580786103052,1,586.915680403999
1625663972,628.8985631698067,1,491.0798637719275
1625663977,303.88346891580585,1,382.0656304580292
1625663983,689.8812329500341,1,843.5990217070844
1625663988,82.40321267130446,1,539.802861236714
1625663993,210.6812681199346,1,667.921516212219
1625663998,654.0403164287649,1,984.6236742982002
1625664003,536.7731969588685,1,277.8403044848274
1625664008,468.26283921779043,1,329.02756805720935
1625664013,662.2869718367846,1,116.48371813872971
1625664018,825.2880988282346,1,401.8076586889014
1625664023,81.21876962017637,1,421.99211535981664
1625664028,202.36464562441014,1,282.1144032690449
1625664033,538.3900855420987,1,622.5267267419448
1625664037,503.13138678514116,1,597.6450634243535
1625664042,623.7322216800072,1,970.0714310777466
1625664047,362.8945296153922,1,299.6913894839702
1625664052,732.0902932803994,1,845.2823563659667
1625664057,657.2248135483275,1,374.69961378988916
1625664063,715.0050302032387,1,211.54295607988982
1625664068,725.0197450832837,1,281.49920085246896
1625664073,925.5681874280409,1,819.4930450648611
1625664078,226.38978017153022,1,996.1028964596637
1625664083,912.8098905916263,1,933.3489774307462
1625664088,597.3265366361447,1,723.2616934908625
1625664093,884.1411303287267,1,802.6669374020152
1625664098,464.63507400696835,1,807.6862848990957
1625664103,114.74166732242308,1,588.8009664672383
1625664108,264.22347869940444,1,500.561314883614
1625664113,648.6810705501043,1,490.7725766273565
1625664118,422.3334249939369,1,751.8450231552457
1625664123,80.8398431946602,1,932.8266321538865
1625664128,462.07538825507476,1,489.65253506529183
1625664133,619.8333169413429,1,673.4487450628579
1625664139,76.7441757772509,1,189.1805829850852
1625664143,464.23798210420085,1,886.5423347927186
1625664148,747.4965556779367,1,340.18505769174254
1625664153,247.20147780157754,1,728.9062913501349
1625664158,697.362097982808,1,499.6317186448427
1625664163,653.3374900443023,1,738.8470343339459
1625664168,578.1466273639888,1,411.0979206256109
1625664173,537.6404110610688,1,969.0508527754278
1625664178,134.1112360445963,1,521.7182661864662
1625664183,995.604783186404,1,918.7115863658439
1625664188,419.5359142957309,1,608.4843124805996
1625664193,879.0255828902326,1,736.9561787277726
1625664198,850.1912468772315,1,6.686130093474962
1625664203,520.9421501816441,1,479.06217271514026
1625664208,215.76142752591622,1,623.0165336102223
1625664213,739.3438157956256,1,331.6701186863217
1625664219,686.4236824494471,1,913.7557880382547
1625664224,111.68418621962928,1,121.63492292700629
1625664229,117.75890075735951,1,854.5589460288646
1625664234,645.6769485307293,1,289.43618533338974
1625664239,540.2337099779467,1,553.3409036246707
1625664244,176.62366398607875,1,61.90386571134954
1625664249,449.5698838849085,1,132.88649011081333
1625664253,473.62656315340257,1,285.76587597960037
1625664258,369.94266592259373,1,297.0173880252347
1625664263,278.0717354694766,1,284.1619230819362
1625664268,511.2873948025064,1,195.96466971403802
1625664273,484.9542569698272,1,939.3977873447329
1625664278,193.83543617690114,1,816.187522611073
1625664283,833.8092018169638,1,769.0606861622458
1625664288,966.7574823763119,1,771.0367869510034
1625664293,739.6890516025661,1,97.0315975657109
1625664298,43.505659445700616,1,585.797935058014
1625664303,969.8871583466273,1,89.39155977150025
1625664309,244.7780964998233,1,18.802484132459774
1625664314,478.67914322918534,1,756.8266206773837
1625664319,152.27143200566562,1,695.1339533653543
1625664324,835.5867972010292,1,364.61728123848957
1625664329,594.4508070730866,1,47.26134837774909
1625664334,823.5430473491974,1,649.0055200056383
1625664339,11.992284877477722,1,844.6272633323805
1625664344,208.44969488802823,1,940.6391799486508
1625664349,178.50517748650552,1,179.33399532506488
1625664354,673.2003906700152,1,633.5064013210052
1625664359,315.40819577263204,1,775.7775241970024
1625664363,15.141719814797948,1,318.5127866845144
1625664368,862.8288770545772,1,667.1621922057527
1625664373,989.6401884496219,1,497.47690071309347
1625664378,216.15990544954812,1,280.70298055423547
1625664384,473.0146929957989,1,794.3001267841466
1625664389,166.10189106831464,1,586.0288794426066
1625664394,760.310692604493,1,439.5064616067903
1625664399,784.9389323865327,1,368.498924444554
1625664404,917.5822244690863,1,991.9741293418772
1625664409,170.34620988621506,1,712.1277035386101
1625664414,800.4910408822955,1,512.8438411447802
1625664419,17.755078226520226,1,127.49719741806642
1625664424,22.727284797255276,1,972.2669401454999
1625664429,61.366800546913346,1,290.95077640936853
1625664434,216.23232151458748,1,566.4489189351848
1625664439,261.0977716833044,1,315.68354164368105
1625664444,43.31042626639914,1,882.5807606795003
1625664449,367.47407015178044,1,736.8526784679738
1625664454,786.9313703775085,1,770.5789998442615
1625664459,458.8070837593499,1,735.9441359694924
1625664465,913.9498125809273,1,176.55577841786973
1625664469,895.541406453757,1,469.38767335226163
1625664474,746.3278723503039,1,642.7119740554068
1625664479,196.759201897447,1,8.476567333089879
1625664484,523.0950244028057,1,276.6170846603595
1625664489,825.3659926761223,1,288.30580549949804
1625664494,441.69144816226935,1,599.9594782267543
1625664499,124.00988799682156,1,439.6142669055225
1625664504,248.11879732022246,1,178.79861743174231
1625664509,416.4651226300503,1,916.6333489269704
1625664514,133.1922799069668,1,455.72554169034873
1625664519,962.8291124582533,1,304.47808220806115
1625664524,885.0018706542701,1,906.36854897624
1625664529,305.8537781096473,1,600.051329063234
1625664534,758.9249575610846,1,951.2171806186325
1625664540,985.0986121232041,1,10.281911091317376
1625664545,435.28818529483516,1,907.2575624701157
1625664550,431.0140167535632,1,940.8257232412046
1625664555,835.7825375238691,1,366.51530081644876
1625664560,528.8333671794193,1,287.784364859071
1625664565,823.3387697428931,1,460.01789394811135
1625664570,199.18037088743802,1,465.8310024414928
1625664575,792.3534611710267,1,491.2657004709671
1625664579,856.1270963549068,1,770.29164987329
1625664584,508.51465837097686,1,904.017121314874
1625664589,642.2294068128467,1,780.7488856724004
1625664594,937.2412351475191,1,751.6515685577968
1625664599,412.61074160666453,1,62.78135913384164
1625664604,129.77048527129975,1,41.7979230045149
1625664609,945.8759438941828,1,546.3123666666885
1625664615,954.6830477058714,1,88.16026522888376
1625664620,338.55243219851536,1,678.1307402376578
1625664625,774.2416614941385,1,375.01119898815983
1625664630,922.5426769755791,1,927.5044292130873
1625664635,289.07014283613677,1,257.75927126857613
1625664640,903.0157358099389,1,23.09725216541869
1625664645,196.7606885979164,1,930.0565663291995
1625664650,709.1830410542339,1,612.9100066145653
1625664655,30.949066073632014,1,594.4467694243245
1625664660,385.0328778396819,1,953.6131252634401
1625664665,333.83810431881335,1,305.5406994013349
1625664670,214.50265022074154,1,978.9588710918454
1625664675,949.3101887166312,1,903.7451708939442
1625664680,809.5380889342663,1,287.1197032238508
1625664684,753.4966678791799,1,230.8910411746504
1625664689,614.4374374541021,1,482.5856643831242
1625664694,128.44533481427166,1,89.55618260483288
1625664699,860.8454856506622,1,59.08155791617964
1625664705,261.4480850550882,1,363.9380698842435
1625664710,500.41142669593773,1,905.8731980850044
1625664715,262.38409472361366,1,315.8985382270704
1625664720,242.7450804905068,1,241.4843252567823
1625664725,744.4531099683281,1,275.00700709262003
1625664730,121.81084388818519,1,647.5335408076902
1625664735,35.894099540374484,1,991.4006373374317
1625664740,731.8294914075262,1,103.03406193073306
1625664745,473.3080479419487,1,566.0351729962681
1625664750,532.2753902480064,1,858.6206382641733
1625664755,178.25765405322736,1,631.0217664285578
1625664760,179.45272199376993,1,383.94063727936714
1625664765,510.75149510313224,1,855.4590650928881
1625664770,348.82157154265826,1,853.6574028099147
1625664775,714.5130445511656,1,697.3275658566009
1625664781,757.7620102716741,1,982.5808678497991
1625664786,573.687312645271,1,923.0905310192486
1625664790,263.47718032953173,1,893.3992414871344
1625664795,658.5763979490877,1,852.7468258533253
1625664800,816.532244305725,1,907.0017691038497
1625664805,684.4709923891256,1,653.9289087632924
1625664810,409.01960408328597,1,131.74503021902905
1625664815,893.6353257888593,1,664.5877510111685
1625664820,820.0718879610034,1,831.1383385391714
1625664825,212.60842424325054,1,545.8323200831742
1625664830,173.5753987846258,1,246.84525861848283
1625664835,267.4333153781492,1,696.1942845191769
1625664840,967.2581258495746,1,713.7839205023845
1625664845,456.06732895546645,1,453.1972304930996
1625664851,83.25215560918286,1,35.247014643915776
1625664856,993.5392963861741,1,90.47395065176312
1625664861,262.7983788252349,1,587.7658061795472
1625664866,740.5035973733663,1,927.2733902927175
1625664871,927.6376922543958,1,37.95355161025826
1625664876,294.4244253678566,1,206.13051959064853
1625664881,4.10386588826106,1,807.4422511742101
1625664885,125.05584116495095,1,983.4658472949473
1625664890,389.91613938654024,1,88.56567500231304
1625664895,848.1438100176056,1,602.2862069828047
1625664900,875.7005812071261,1,754.551797802978
1625664905,194.96344243331143,1,376.9544578375222
1625664910,61.51400205721269,1,526.2116279259774
1625664915,7.6480220245885855,1,683.7800155757169
1625664920,101.89165117712162,1,245.6089875439138
1625664925,94.11486038035233,1,500.1860078063968
1625664931,870.6036481760863,1,699.7603646782381
1625664936,950.2255721376225,1,617.2799114248132
1625664941,398.42407083608066,1,658.4557576383067
1625664946,904.7341356512783,1,829.2717827072162
1625664951,634.4558830545135,1,304.853047150574
1625664956,884.304101432108,1,707.4484863676676
1625664961,785.2024703588523,1,101.24040041015958
1625664966,716.7658428342772,1,441.0495312308438
1625664971,657.5466997049471,1,41.57579173071546
1625664976,191.81467018753506,1,282.75316119410365
1625664981,674.6308190980792,1,784.0117209819354
1625664986,246.11946678718866,1,498.5455152469633
1625664991,40.48833317996581,1,58.1368603248813
1625664995,916.5500661215107,1,282.1134411582247
1625665000,33.95257854283773,1,121.27856613148546
1625665006,658.7863588518089,1,759.7985684354712
1625665011,639.2676684716366,1,654.6991130348332
1625665016,322.424566589686,1,156.42953029971528
1625665021,834.9988592801773,1,993.2999211983982
1625665026,336.9438592250337,1,103.48515183439888
1625665031,419.9402959130505,1,761.5591502221304
1625665036,340.26914925616,1,403.1381176187566
1625665041,451.0427695791545,1,24.534498313319553
1625665046,683.5122690167477,1,784.510539108443
1625665051,290.8414562691714,1,777.1523716241497
1625665056,597.7729016775506,1,37.29239628386871
1625665061,137.9977950840786,1,699.5927622153436
1625665066,703.2327738661692,1,633.7080370445996
1625665071,362.5400762092106,1,453.9029084220041
1625665076,384.4075722667125,1,569.2654396285591
1625665081,245.98666394311508,1,630.1985403310766
1625665086,21.185224882455998,1,698.0145343819253
1625665092,985.1756810540038,1,653.7264329962458
1625665097,341.64917431355946,1,607.027265780766
1625665102,347.3463537367098,1,311.0813541842339
1625665106,203.76650962734678,1,880.9675239472875
1625665111,843.4819588274961,1,960.0325483677179
1625665116,888.5367961233364,1,30.047677077873924
1625665121,38.424194069175854,1,258.3845982029053
1625665126,732.5020080826332,1,988.0950608202982
1625665131,851.7153463277032,1,329.362758682445
1625665136,393.58562499148866,1,792.2282476706077
1625665141,775.0584430707501,1,511.0889329126618
1625665146,747.6638790085531,1,207.74666284769404
1625665151,583.8703068207545,1,193.3393722180553
1625665156,886.2972599598384,1,802.868755597287
1625665161,735.4267111169111,1,94.11417120217303
1625665166,726.5215995738706,1,465.1399292702052
1625665171,498.97789067947065,1,680.3889716778235
1625665177,664.9877691548407,1,7.524856133320101
1625665182,368.983743539692,1,191.17714467275192
1625665187,590.1519279966251,1,275.8740524670248
1625665192,276.9473024694251,1,916.7440746129922
1625665197,502.37952765254323,1,744.7148117847754
1625665202,986.4997087433649,1,456.1467522726783
1625665207,343.0865450193746,1,694.8880229107734
1625665212,167.32517651395906,1,687.5148724074944
1625665217,276.38037653683847,1,689.7856723584788
1625665221,473.7491827816775,1,103.5519863781239
1625665226,241.67790309823656,1,707.8177760280155
1625665231,371.5106307757318,1,91.16265331889939
1625665236,760.6994074319992,1,213.84971081405268
1625665242,970.1896102162241,1,162.0624587791285
1625665247,659.9145751009314,1,943.9334276256852
1625665252,128.3785187781664,1,204.49491197935444
1625665257,998.4257540353893,1,783.5546225328262
1625665262,144.00767387396962,1,549.1748984461489
1625665267,275.51970182344854,1,903.313825273521
1625665272,353.9274540638446,1,190.34199613647485
1625665277,151.42321099951062,1,106.55145727160465
1625665282,516.20083050896,1,431.00353271109924
1625665287,934.5170691202472,1,985.6424115440747
1625665292,397.4829774357437,1,726.3633716173457
1625665297,969.3698969606428,1,87.87672123683699
1625665302,138.9000402092151,1,667.9860164048112
1625665307,569.0512850848963,1,483.9853744678837
1625665312,720.1506276255182,1,110.97131287171958
1625665318,54.499098828380774,1,304.06605964387467
1625665323,816.9293585467065,1,15.480712434045806
1625665328,841.1002536215096,1,364.1388204505164
1625665332,75.62727527280566,1,911.1485455980613
1625665337,911.5733885202392,1,624.6689410141772
1625665342,976.6366645975487,1,147.64535423239067
1625665347,763.8188929530406,1,88.60885292360621
1625665352,79.14379552941931,1,556.975584895558
1625665357,367.3514306305097,1,814.9347867525717
1625665362,232.31898928763638,1,503.65077982945314
1625665367,412.6057616492066,1,964.0149496057861
1625665372,887.2255126295249,1,858.9722585411364
1625665377,319.782902952519,1,438.79304979493503
1625665382,678.1050462960138,1,417.1982176841187
1625665387,979.5847284970664,1,491.6833196641061
1625665392,79.12139849004018,1,26.897625775512246
1625665397,934.3936280839715,1,147.85124989968813
1625665403,941.9466519742801,1,983.4715605891793
1625665408,848.046347515503,1,983.4236449431752
1625665413,730.1669586852082,1,402.44081321057433
1625665418,343.7997227862104,1,489.98602478240326
1625665423,78.40942358974156,1,642.0714178061494
1625665428,67.49412251521115,1,267.9593793377211
1625665433,98.00971882434706,1,783.274664734712
1625665438,626.0161782295745,1,700.2045842963292
1625665442,448.24298659128834,1,510.1406442531751
1625665447,595.2935391534018,1,658.207867167592
1625665452,304.5401579463601,1,912.2336773257123
1625665457,338.201386407185,1,546.8049068360306
1625665462,835.2488318908779,1,86.80602409745308
1625665467,937.5223893986905,1,475.583643804842
1625665472,889.5355680867663,1,432.91559193622965
1625665477,164.70624575692548,1,197.46484316197487
1625665482,184.75439879724632,1,68.22400489808655
1625665488,369.4729409736033,1,334.7243136378398
1625665493,136.4375496090502,1,371.7962663092932
1625665498,301.7729434660278,1,242.74189022484072
1625665503,513.0397028256366,1,661.9333839821659
1625665508,745.3579010230641,1,80.51540319643668
1625665513,626.3485710473059,1,996.9857682752444
1625665518,45.95454656194187,1,468.5668706176943
1625665523,733.3528720269137,1,969.8808561211495
1625665528,17.123887344904997,1,739.0169962831794
1625665533,563.246980006117,1,725.0429293056719
1625665538,679.3038821529437,1,704.6661765078073
1625665543,371.6894711330141,1,721.4004088233239
1625665548,973.8772834374048,1,94.87129479900369
1625665552,31.58337593193039,1,599.8048457730285
1625665558,151.6062264678174,1,92.44917654186813
1625665563,404.299789383236,1,880.5908839739787
1625665568,386.27942038637474,1,539.997228873531
1625665573,496.8362685576222,1,750.9763538355954
1625665578,248.40693020226746,1,413.74866308696625
1625665583,738.9271979879974,1,426.9503390504561
1625665588,694.3692259922112,1,651.8545218055116
1625665593,540.2680500637928,1,155.2643298919052
1625665598,903.3118966802842,1,700.9035952241994
1625665603,183.06996205911742,1,913.7902138424032
1625665608,612.622971816173,1,554.2861528624236
1625665613,31.03703607173569,1,969.1298465978678
1625665618,64.01524813851245,1,209.0258089252378
1625665623,95.09762541873789,1,245.86550272202146
1625665628,542.663008842102,1,489.92492437742254
1625665634,681.9850429785045,1,679.7711270772967
1625665639,53.73492166866356,1,972.8923925475997
1625665644,297.8423478762984,1,485.8223964879816
1625665649,481.87781940280763,1,190.376247671469
1625665654,209.8341718813017,1,329.73863872911693
1625665658,683.2139707570685,1,593.7589789427396
1625665663,249.32485669503546,1,398.4778852143966
1625665668,195.31827571713757,1,568.8658217580052
1625665673,126.19061107359919,1,110.62310104085338
1625665678,463.17126750574187,1,605.4888046994065
1625665683,911.5631723935892,1,872.6103892677386
1625665688,778.5860032374985,1,979.7677236674646
1625665693,522.6670071022357,1,692.5462632500429
1625665698,143.06250359277584,1,754.7453786155647
1625665703,235.95187619192936,1,321.85435963452636
1625665708,381.03170341338756,1,790.4042035535194
1625665714,81.5994509438206,1,758.7229630471704
1625665719,459.23835653525344,1,796.5974719758434
1625665724,692.4884353607035,1,659.4561530238836
1625665729,781.4322433822153,1,292.736459767743
1625665734,943.2487567635166,1,348.1526521982604
1625665739,414.06385074444586,1,954.7368877413846
1625665744,810.1623047714181,1,466.0620901741359
1625665749,712.417623887814,1,46.04034538466861
1625665754,991.0402640990338,1,774.5369891046604
1625665759,627.2888564203948,1,24.61084753872789
1625665761,267.1114628158779,1,525.3739077152771
1625665766,315.2699240916759,1,586.3894658812591
1625665771,578.3099777199577,1,85.80982981276463
1625665777,301.93700082895094,1,208.12306135804604
1625665782,671.6903732181057,1,989.4210995636512
1625665784,873.3181535505425,1,64.74312155109708
1625665789,713.1890225681359,1,256.204375233026
1625665794,129.20591649737622,1,160.1578584238198
1625665799,809.3819288099772,1,None
1625665804,20.00463400980057,1,53.363227698151384
1625665809,242.67294037365005,1,782.6641223390985
1625665814,20.349087017207502,1,561.5717077091011
1625665819,795.5256364316663,1,400.0346887359058
1625665824,None,1,169.14968420707854
1625665829,946.7994758576547,1,783.1674400886191
1625665834,632.5856506351826,1,878.7039397747402
1625665840,898.2359359496296,1,195.10108492433352
1625665844,270.1227744650737,1,508.0284593121057
1625665850,746.4922157802077,1,623.9276906119596
1625665855,527.0625344553895,1,970.704104279428
1625665860,907.2628636379337,1,259.02370904349715
1625665865,498.5186120775993,1,593.8092285717362
1625665870,918.990360788799,1,211.04966308002227
1625665875,389.3408996616865,1,172.98406587936321
1625665880,307.5152649679708,1,123.93895171584424
1625665885,0.5510385682654384,1,771.9505001178528
1625665890,239.6068368229829,1,103.83292278519951
1625665895,175.0603312204989,1,278.2611589804249
1625665900,7.556550577635157,1,843.4763141915265
1625665905,120.79336721027056,1,453.95454199834194
1625665910,643.9192320366265,1,14.437713270613717
1625665915,169.939213197693,1,833.9623174566227
1625665921,159.94694576407386,1,762.7685784479191
1625665926,773.8089603534983,1,882.2173702886705
1625665931,518.6360719702091,1,321.08653976047805
1625665936,835.6080705108707,1,511.7347927344591
1625665941,494.5715954132809,1,451.9151492135006
1625665946,450.87367615396437,1,497.3961428454813
1625665950,804.5060815591856,1,289.41175220109403
1625665955,750.5442475768774,1,686.3008377939221
1625665960,97.08369343688017,1,540.9662525552831
1625665965,458.41161454131554,1,858.5194590398438
1625665970,615.1587257793324,1,353.7863535005259
1625665975,507.4665617382882,1,869.6827667087734
1625665980,153.2451288346387,1,117.34679248747504
1625665985,273.4286762983929,1,465.4803821659613
1625665990,654.8652964531219,1,248.95191484209067
1625665996,734.2127930442077,1,186.86418020104279
1625666001,774.6737674516856,1,550.7412092667544
1625666006,847.5171934201406,1,764.2163906881128
1625666011,578.561781719818,1,1.983587219233085
1625666016,242.03645350536695,1,650.2423557765563
1625666021,397.4829836676991,1,95.81099985192665
1625666026,668.544473731038,1,76.79409259939463
1625666031,579.0759138656541,1,795.6093212190622
1625666036,673.4239766782521,1,592.7650912818372
1625666041,402.5254047403051,1,389.71936118979113
1625666045,397.9265015128205,1,191.78092383883362
1625666050,909.352854252684,1,496.1265339120341
1625666055,920.9471067883348,1,253.43533048568924
1625666060,544.42983698932,1,9.287932173146274
1625666065,941.42788613309,1,874.6997068325846
1625666070,751.5752124409828,1,202.63635082300402
1625666076,19.32936549680564,1,173.90524637296602
1625666081,496.346472632636,1,581.7129679226898
1625666086,882.7174423359082,1,614.0267314353199
1625666091,830.4243000303707,1,519.041742050337
1625666096,174.8197507265087,1,761.1707646501321
1625666101,318.29235309510204,1,553.1193512282525
1625666106,311.44845448639256,1,505.10715133244355
1625666111,434.33234228361425,1,376.2328696822473
1625666116,89.13064984224161,1,98.91674832212038
1625666121,939.2154224099564,1,610.8325825984734
1625666126,211.42123415876824,1,292.5262425778742
1625666131,56.425133268533266,1,139.10914450645308
1625666136,759.6111633932676,1,848.851757270514
1625666141,806.3721028774622,1,928.1004281443176
1625666147,739.4252164919639,1,240.88898869423892
1625666151,695.9578348790318,1,421.564299033231
1625666156,492.99103952531897,1,873.4107111429475
1625666161,700.3399856234414,1,854.0975861874741
1625666166,921.6462460286887,1,684.6243284139505
1625666172,971.3971920898573,1,502.2872524775499
1625666176,956.9443173637012,1,32.49256354714702
1625666181,339.96386170443526,1,407.3980225978372
1625666186,522.0643359946009,1,819.3445853186772
1625666191,587.9053447769105,1,485.2079844975409
1625666196,711.8865238326318,1,459.43935811731143
1625666201,808.7594480990697,1,947.701475099296
1625666206,96.05590039644252,1,540.454765515598
1625666211,374.83176794671346,1,380.64462930940965
1625666216,814.8319120787681,1,505.2520821310007
1625666222,22.776247620686195,1,698.4520546632907
1625666227,532.4537460380091,1,909.1201726413912
1625666232,62.922067974333196,1,96.6838962641291
1625666237,767.8033439432697,1,455.0775759024945
1625666242,429.6473237520207,1,372.0882501640641
1625666247,708.606839082288,1,131.36528139736947
1625666252,206.30272023965603,1,925.0541161658015
1625666257,295.199270074045,1,67.29018592527258
1625666261,879.5302200048744,1,10.015849866768733
1625666266,235.52136923153998,1,772.990437067308
1625666271,170.9038833304024,1,481.7262905473597
